resample,threshold,oob_cpwer,oob_compute,n_oob,n_escalated_oob,oob_fraction,escalation_fraction_oob
5930,0.01,0.689732,1.385228,30,27,0.38961,0.9
5931,0.01,0.754688,1.350207,33,27,0.428571,0.818182
5932,0.01,0.763913,1.31706,27,20,0.350649,0.740741
5933,0.01,0.75271,1.358994,31,26,0.402597,0.83871
5934,0.01,0.682332,1.374527,24,21,0.311688,0.875
5935,0.01,0.75981,1.364619,27,23,0.350649,0.851852
5936,0.01,0.740295,1.374527,24,21,0.311688,0.875
5937,0.01,0.787693,1.31706,27,20,0.350649,0.740741
5938,0.01,0.802739,1.366884,28,24,0.363636,0.857143
5939,0.01,0.911908,1.359546,25,21,0.324675,0.84
5940,0.01,0.832535,1.342425,30,24,0.38961,0.8
5941,0.01,0.890863,1.29045,28,19,0.363636,0.678571
5942,0.01,0.758442,1.380472,27,24,0.350649,0.888889
5943,0.01,0.75521,1.356693,30,25,0.38961,0.833333
5944,0.01,0.787407,1.382171,28,25,0.363636,0.892857
5945,0.01,0.780528,1.338858,24,19,0.311688,0.791667
5946,0.01,0.881996,1.342425,25,20,0.324675,0.8
5947,0.01,0.747877,1.36218,26,22,0.337662,0.846154
5948,0.01,0.84382,1.372201,23,20,0.298701,0.869565
5949,0.01,0.719498,1.37096,30,26,0.38961,0.866667
5950,0.01,0.82524,1.345186,31,25,0.402597,0.806452
5951,0.01,0.734012,1.411568,26,25,0.337662,0.961538
5952,0.01,0.764951,1.359546,25,21,0.324675,0.84
5953,0.01,0.745495,1.383752,29,26,0.376623,0.896552
5954,0.01,0.70838,1.397457,28,26,0.363636,0.928571
5955,0.01,0.754063,1.342425,30,24,0.38961,0.8
5956,0.01,0.770285,1.396325,27,25,0.350649,0.925926
5957,0.01,0.789564,1.399496,30,28,0.38961,0.933333
5958,0.01,0.851447,1.324713,29,22,0.376623,0.758621
5959,0.01,0.717918,1.342425,25,20,0.324675,0.8
5960,0.01,0.800857,1.332913,27,21,0.350649,0.777778
5961,0.01,0.779479,1.345717,26,21,0.337662,0.807692
5962,0.01,0.810858,1.324713,29,22,0.376623,0.758621
5963,0.01,0.852814,1.358994,31,26,0.402597,0.83871
5964,0.01,0.756591,1.392362,24,22,0.311688,0.916667
5965,0.01,0.837707,1.380472,27,24,0.350649,0.888889
5966,0.01,0.730889,1.345186,31,25,0.402597,0.806452
5967,0.01,0.739854,1.412178,27,26,0.350649,0.962963
5968,0.01,0.797111,1.398512,29,27,0.376623,0.931034
5969,0.01,0.7607,1.366884,28,24,0.363636,0.857143
5970,0.01,0.824089,1.345186,31,25,0.402597,0.806452
5971,0.01,0.762968,1.36218,26,22,0.337662,0.846154
5972,0.01,0.773461,1.376667,25,22,0.324675,0.88
5973,0.01,0.713595,1.356693,30,25,0.38961,0.833333
5974,0.01,0.906252,1.342425,25,20,0.324675,0.8
5975,0.01,0.786338,1.345717,26,21,0.337662,0.807692
5976,0.01,0.727246,1.352496,34,28,0.441558,0.823529
5977,0.01,0.813693,1.358994,31,26,0.402597,0.83871
5978,0.01,0.784918,1.36218,26,22,0.337662,0.846154
5979,0.01,0.798857,1.317571,31,23,0.402597,0.741935
5980,0.01,0.754105,1.328157,30,23,0.38961,0.766667
5981,0.01,0.729697,1.358994,31,26,0.402597,0.83871
5982,0.01,0.760075,1.372201,23,20,0.298701,0.869565
5983,0.01,0.803347,1.368992,29,25,0.376623,0.862069
5984,0.01,0.737394,1.350207,33,27,0.428571,0.818182
5985,0.01,0.860306,1.332913,27,21,0.350649,0.777778
5986,0.01,0.759381,1.382171,28,25,0.363636,0.892857
5987,0.01,0.745458,1.351597,28,23,0.363636,0.821429
5988,0.01,0.730807,1.372801,31,27,0.402597,0.870968
5989,0.01,0.825958,1.332913,27,21,0.350649,0.777778
5990,0.01,0.780423,1.374527,32,28,0.415584,0.875
5991,0.01,0.774612,1.345186,31,25,0.402597,0.806452
5992,0.01,0.787497,1.351597,28,23,0.363636,0.821429
5993,0.01,0.799788,1.324713,29,22,0.376623,0.758621
5994,0.01,0.753587,1.342425,25,20,0.324675,0.8
5995,0.01,0.764702,1.305736,28,20,0.363636,0.714286
5996,0.01,0.736102,1.385228,30,27,0.38961,0.9
5997,0.01,0.761896,1.428031,25,25,0.324675,1.0
5998,0.01,0.835112,1.364619,27,23,0.350649,0.851852
5999,0.01,0.751402,1.387903,32,29,0.415584,0.90625
6000,0.01,0.747142,1.365085,34,29,0.441558,0.852941
6001,0.01,0.803752,1.401279,32,30,0.415584,0.9375
6002,0.01,0.72039,1.378643,26,23,0.337662,0.884615
6003,0.01,0.680557,1.395106,26,24,0.337662,0.923077
6004,0.01,0.694994,1.353591,23,19,0.298701,0.826087
6005,0.01,0.774893,1.305736,28,20,0.363636,0.714286
6006,0.01,0.757312,1.358994,31,26,0.402597,0.83871
6007,0.01,0.756652,1.354233,29,24,0.376623,0.827586
6008,0.01,0.803958,1.356693,30,25,0.38961,0.833333
6009,0.01,0.73553,1.36218,26,22,0.337662,0.846154
6010,0.01,0.835252,1.31706,27,20,0.350649,0.740741
6011,0.01,0.739947,1.380472,27,24,0.350649,0.888889
6012,0.01,0.776653,1.342425,30,24,0.38961,0.8
6013,0.01,0.842949,1.338858,24,19,0.311688,0.791667
6014,0.01,0.677986,1.33631,28,22,0.363636,0.785714
6015,0.01,0.759606,1.305736,28,20,0.363636,0.714286
6016,0.01,0.774989,1.342425,25,20,0.324675,0.8
6017,0.01,0.719456,1.385228,30,27,0.38961,0.9
6018,0.01,0.79179,1.372801,31,27,0.402597,0.870968
6019,0.01,0.72683,1.348766,27,22,0.350649,0.814815
6020,0.01,0.700475,1.37096,30,26,0.38961,0.866667
6021,0.01,0.81933,1.385228,30,27,0.38961,0.9
6022,0.01,0.760385,1.339473,29,23,0.376623,0.793103
6023,0.01,0.787269,1.345186,31,25,0.402597,0.806452
6024,0.01,0.79852,1.285354,24,16,0.311688,0.666667
6025,0.01,0.799796,1.356693,24,20,0.311688,0.833333
6026,0.01,0.686456,1.383752,29,26,0.376623,0.896552
6027,0.01,0.745325,1.348766,27,22,0.350649,0.814815
6028,0.01,0.849768,1.363178,33,28,0.428571,0.848485
6029,0.01,0.795526,1.348766,27,22,0.350649,0.814815
6030,0.01,0.741849,1.368992,29,25,0.376623,0.862069
6031,0.01,0.845821,1.31706,27,20,0.350649,0.740741
6032,0.01,0.795095,1.366884,28,24,0.363636,0.857143
6033,0.01,0.727779,1.385228,30,27,0.38961,0.9
6034,0.01,0.798098,1.349183,38,31,0.493506,0.815789
6035,0.01,0.780243,1.386609,31,28,0.402597,0.903226
6036,0.01,0.789034,1.36218,26,22,0.337662,0.846154
6037,0.01,0.804774,1.348766,27,22,0.350649,0.814815
6038,0.01,0.70986,1.413763,30,29,0.38961,0.966667
6039,0.01,0.813274,1.339473,29,23,0.376623,0.793103
6040,0.01,0.798734,1.329255,26,20,0.337662,0.769231
6041,0.01,0.877387,1.364619,27,23,0.350649,0.851852
6042,0.01,0.849397,1.36218,26,22,0.337662,0.846154
6043,0.01,0.768083,1.401279,32,30,0.415584,0.9375
6044,0.01,0.813461,1.359546,25,21,0.324675,0.84
6045,0.01,0.803378,1.345186,31,25,0.402597,0.806452
6046,0.01,0.75521,1.356693,36,30,0.467532,0.833333
6047,0.01,0.873423,1.364619,27,23,0.350649,0.851852
6048,0.01,0.788816,1.33631,28,22,0.363636,0.785714
6049,0.01,0.792068,1.356693,30,25,0.38961,0.833333
6050,0.01,0.743122,1.354233,29,24,0.376623,0.827586
6051,0.01,0.829052,1.313889,30,22,0.38961,0.733333
6052,0.01,0.728449,1.324713,29,22,0.376623,0.758621
6053,0.01,0.736496,1.366884,28,24,0.363636,0.857143
6054,0.01,0.813171,1.311295,33,24,0.428571,0.727273
6055,0.01,0.743718,1.347775,32,26,0.415584,0.8125
6056,0.01,0.688543,1.385228,30,27,0.38961,0.9
6057,0.01,0.782446,1.33631,28,22,0.363636,0.785714
6058,0.01,0.722213,1.354233,29,24,0.376623,0.827586
6059,0.01,0.794953,1.361151,32,27,0.415584,0.84375
6060,0.01,0.83848,1.342425,30,24,0.38961,0.8
6061,0.01,0.813187,1.368992,29,25,0.376623,0.862069
6062,0.01,0.740706,1.339473,29,23,0.376623,0.793103
6063,0.01,0.719709,1.368992,29,25,0.376623,0.862069
6064,0.01,0.757388,1.366884,35,30,0.454545,0.857143
6065,0.01,0.730342,1.347775,32,26,0.415584,0.8125
6066,0.01,0.7225,1.361151,32,27,0.415584,0.84375
6067,0.01,0.749223,1.37096,30,26,0.38961,0.866667
6068,0.01,0.669307,1.376667,25,22,0.324675,0.88
6069,0.01,0.85365,1.382171,28,25,0.363636,0.892857
6070,0.01,0.718903,1.348766,27,22,0.350649,0.814815
6071,0.01,0.861213,1.330751,22,17,0.285714,0.772727
6072,0.01,0.820698,1.324713,29,22,0.376623,0.758621
6073,0.01,0.803553,1.353591,23,19,0.298701,0.826087
6074,0.01,0.862344,1.313889,30,22,0.38961,0.733333
6075,0.01,0.816092,1.374527,32,28,0.415584,0.875
6076,0.01,0.73149,1.33631,28,22,0.363636,0.785714
6077,0.01,0.926494,1.345186,31,25,0.402597,0.806452
6078,0.01,0.817843,1.36218,26,22,0.337662,0.846154
6079,0.01,0.758422,1.372801,31,27,0.402597,0.870968
6080,0.01,0.746687,1.366884,28,24,0.363636,0.857143
6081,0.01,0.782481,1.354233,29,24,0.376623,0.827586
6082,0.01,0.777261,1.366884,28,24,0.363636,0.857143
6083,0.01,0.711409,1.317571,31,23,0.402597,0.741935
6084,0.01,0.824485,1.33631,28,22,0.363636,0.785714
6085,0.01,0.752921,1.412744,28,27,0.363636,0.964286
6086,0.01,0.820579,1.365085,34,29,0.441558,0.852941
6087,0.01,0.786268,1.33631,28,22,0.363636,0.785714
6088,0.01,0.770124,1.338858,24,19,0.311688,0.791667
6089,0.01,0.802769,1.356693,30,25,0.38961,0.833333
6090,0.01,0.789357,1.308182,25,18,0.324675,0.72
6091,0.01,0.799396,1.380472,27,24,0.350649,0.888889
6092,0.01,0.713511,1.385228,30,27,0.38961,0.9
6093,0.01,0.802834,1.334399,32,25,0.415584,0.78125
6094,0.01,0.725527,1.342425,30,24,0.38961,0.8
6095,0.01,0.775232,1.309953,29,21,0.376623,0.724138
6096,0.01,0.700408,1.348766,27,22,0.350649,0.814815
6097,0.01,0.790396,1.337237,33,26,0.428571,0.787879
6098,0.01,0.808656,1.376148,33,29,0.428571,0.878788
6099,0.01,0.716063,1.354233,29,24,0.376623,0.827586
6100,0.01,0.788675,1.339473,29,23,0.376623,0.793103
6101,0.01,0.743194,1.399496,30,28,0.38961,0.933333
6102,0.01,0.768204,1.385228,30,27,0.38961,0.9
6103,0.01,0.796434,1.358994,31,26,0.402597,0.83871
6104,0.01,0.773394,1.382171,28,25,0.363636,0.892857
6105,0.01,0.734829,1.413763,30,29,0.38961,0.966667
6106,0.01,0.805496,1.36218,26,22,0.337662,0.846154
6107,0.01,0.789596,1.353591,23,19,0.298701,0.826087
6108,0.01,0.730081,1.382171,28,25,0.363636,0.892857
6109,0.01,0.756491,1.325304,25,19,0.324675,0.76
6110,0.01,0.735836,1.374527,32,28,0.415584,0.875
6111,0.01,0.744793,1.361151,32,27,0.415584,0.84375
6112,0.01,0.83537,1.354233,29,24,0.376623,0.827586
6113,0.01,0.780094,1.385228,30,27,0.38961,0.9
6114,0.01,0.84382,1.372201,23,20,0.298701,0.869565
6115,0.01,0.753275,1.379113,35,31,0.454545,0.885714
6116,0.01,0.775422,1.356693,30,25,0.38961,0.833333
6117,0.01,0.726215,1.397457,28,26,0.363636,0.928571
6118,0.01,0.756108,1.36218,26,22,0.337662,0.846154
6119,0.01,0.745325,1.348766,27,22,0.350649,0.814815
6120,0.01,0.707609,1.37096,30,26,0.38961,0.866667
6121,0.01,0.788981,1.366884,35,30,0.454545,0.857143
6122,0.01,0.833838,1.348766,27,22,0.350649,0.814815
6123,0.01,0.841568,1.303189,24,17,0.311688,0.708333
6124,0.01,0.650207,1.348766,27,22,0.350649,0.814815
6125,0.01,0.818295,1.358994,31,26,0.402597,0.83871
6126,0.01,0.79179,1.372801,31,27,0.402597,0.870968
6127,0.01,0.734761,1.361151,32,27,0.415584,0.84375
6128,0.01,0.849282,1.308182,25,18,0.324675,0.72
6129,0.01,0.845233,1.378643,26,23,0.337662,0.884615
6130,0.01,0.830108,1.269501,27,17,0.350649,0.62963
6131,0.01,0.747877,1.36218,26,22,0.337662,0.846154
6132,0.01,0.802097,1.342425,25,20,0.324675,0.8
6133,0.01,0.736805,1.395106,26,24,0.337662,0.923077
6134,0.01,0.922855,1.356693,30,25,0.38961,0.833333
6135,0.01,0.809216,1.369663,22,19,0.285714,0.863636
6136,0.01,0.797778,1.321023,28,21,0.363636,0.75
6137,0.01,0.7778,1.356693,30,25,0.38961,0.833333
6138,0.01,0.741892,1.354233,29,24,0.376623,0.827586
6139,0.01,0.714884,1.351597,28,23,0.363636,0.821429
6140,0.01,0.732883,1.329255,26,20,0.337662,0.769231
6141,0.01,0.762715,1.383752,29,26,0.376623,0.896552
6142,0.01,0.808311,1.354233,29,24,0.376623,0.827586
6143,0.01,0.709562,1.380472,27,24,0.350649,0.888889
6144,0.01,0.813405,1.295194,29,20,0.376623,0.689655
6145,0.01,0.847095,1.332913,27,21,0.350649,0.777778
6146,0.01,0.756547,1.377674,34,30,0.441558,0.882353
6147,0.01,0.74916,1.392362,24,22,0.311688,0.916667
6148,0.01,0.762715,1.383752,29,26,0.376623,0.896552
6149,0.01,0.823256,1.321023,28,21,0.363636,0.75
6150,0.01,0.834913,1.342425,25,20,0.324675,0.8
6151,0.01,0.80913,1.376667,25,22,0.324675,0.88
6152,0.01,0.771611,1.338858,24,19,0.311688,0.791667
6153,0.01,0.828819,1.36218,26,22,0.337662,0.846154
6154,0.01,0.8448,1.376667,25,22,0.324675,0.88
6155,0.01,0.776288,1.368992,29,25,0.376623,0.862069
6156,0.01,0.735836,1.374527,32,28,0.415584,0.875
6157,0.01,0.78037,1.392362,24,22,0.311688,0.916667
6158,0.01,0.800191,1.366884,28,24,0.363636,0.857143
6159,0.01,0.826988,1.351597,28,23,0.363636,0.821429
6160,0.01,0.781208,1.368992,29,25,0.376623,0.862069
6161,0.01,0.799286,1.328157,30,23,0.38961,0.766667
6162,0.01,0.763913,1.31706,27,20,0.350649,0.740741
6163,0.01,0.779917,1.408575,22,21,0.285714,0.954545
6164,0.01,0.802753,1.36218,26,22,0.337662,0.846154
6165,0.01,0.683787,1.385228,30,27,0.38961,0.9
6166,0.01,0.887029,1.354233,29,24,0.376623,0.827586
6167,0.01,0.760342,1.354233,29,24,0.376623,0.827586
6168,0.01,0.775266,1.378643,26,23,0.337662,0.884615
6169,0.01,0.854938,1.325304,25,19,0.324675,0.76
6170,0.01,0.784934,1.356693,30,25,0.38961,0.833333
6171,0.01,0.724951,1.376667,25,22,0.324675,0.88
6172,0.01,0.786081,1.37096,30,26,0.38961,0.866667
6173,0.01,0.868186,1.348766,27,22,0.350649,0.814815
6174,0.01,0.749212,1.374527,32,28,0.415584,0.875
6175,0.01,0.747961,1.366884,28,24,0.363636,0.857143
6176,0.01,0.734997,1.356693,30,25,0.38961,0.833333
6177,0.01,0.682902,1.397457,28,26,0.363636,0.928571
6178,0.01,0.779147,1.303189,24,17,0.311688,0.708333
6179,0.01,0.761485,1.383752,29,26,0.376623,0.896552
6180,0.01,0.878034,1.321023,28,21,0.363636,0.75
6181,0.01,0.786325,1.332913,27,21,0.350649,0.777778
6182,0.01,0.813975,1.364619,27,23,0.350649,0.851852
6183,0.01,0.845817,1.374527,24,21,0.311688,0.875
6184,0.01,0.778305,1.364619,27,23,0.350649,0.851852
6185,0.01,0.843594,1.33631,28,22,0.363636,0.785714
6186,0.01,0.813728,1.36218,26,22,0.337662,0.846154
6187,0.01,0.659269,1.393789,25,23,0.324675,0.92
6188,0.01,0.771944,1.363178,33,28,0.428571,0.848485
6189,0.01,0.855006,1.368992,29,25,0.376623,0.862069
6190,0.01,0.805764,1.383752,29,26,0.376623,0.896552
6191,0.01,0.667705,1.366884,28,24,0.363636,0.857143
6192,0.01,0.795573,1.332913,27,21,0.350649,0.777778
6193,0.01,0.77043,1.361151,32,27,0.415584,0.84375
6194,0.01,0.683675,1.342425,25,20,0.324675,0.8
6195,0.01,0.828773,1.317571,31,23,0.402597,0.741935
6196,0.01,0.782126,1.378643,26,23,0.337662,0.884615
6197,0.01,0.677907,1.363178,33,28,0.428571,0.848485
6198,0.01,0.751601,1.37096,30,26,0.38961,0.866667
6199,0.01,0.803521,1.309953,29,21,0.376623,0.724138
6200,0.01,0.820494,1.393789,25,23,0.324675,0.92
6201,0.01,0.790434,1.324266,33,25,0.428571,0.757576
6202,0.01,0.791311,1.297761,23,16,0.298701,0.695652
6203,0.01,0.726395,1.33631,28,22,0.363636,0.785714
6204,0.01,0.808354,1.339473,29,23,0.376623,0.793103
6205,0.01,0.774758,1.351597,28,23,0.363636,0.821429
6206,0.01,0.813728,1.36218,26,22,0.337662,0.846154
6207,0.01,0.812458,1.369663,22,19,0.285714,0.863636
6208,0.01,0.754523,1.352496,34,28,0.441558,0.823529
6209,0.01,0.655398,1.380472,27,24,0.350649,0.888889
6210,0.01,0.834631,1.351597,28,23,0.363636,0.821429
6211,0.01,0.796352,1.386609,31,28,0.402597,0.903226
6212,0.01,0.763913,1.31706,27,20,0.350649,0.740741
6213,0.01,0.774482,1.31706,27,20,0.350649,0.740741
6214,0.01,0.808021,1.331379,31,24,0.402597,0.774194
6215,0.01,0.80824,1.36218,26,22,0.337662,0.846154
6216,0.01,0.768388,1.351597,28,23,0.363636,0.821429
6217,0.01,0.775897,1.397457,28,26,0.363636,0.928571
6218,0.01,0.731355,1.382171,28,25,0.363636,0.892857
6219,0.01,0.74119,1.330195,35,27,0.454545,0.771429
6220,0.01,0.770072,1.356693,24,20,0.311688,0.833333
6221,0.01,0.800857,1.332913,27,21,0.350649,0.777778
6222,0.01,0.729549,1.368992,29,25,0.376623,0.862069
6223,0.01,0.856378,1.321023,28,21,0.363636,0.75
6224,0.01,0.70692,1.380472,27,24,0.350649,0.888889
6225,0.01,0.733282,1.354233,29,24,0.376623,0.827586
6226,0.01,0.728573,1.395106,26,24,0.337662,0.923077
6227,0.01,0.781367,1.356693,30,25,0.38961,0.833333
6228,0.01,0.77094,1.337237,33,26,0.428571,0.787879
6229,0.01,0.755157,1.374527,24,21,0.311688,0.875
6230,0.01,0.805159,1.334981,23,18,0.298701,0.782609
6231,0.01,0.842173,1.299622,30,21,0.38961,0.7
6232,0.01,0.772711,1.354654,35,29,0.454545,0.828571
6233,0.01,0.812135,1.325304,25,19,0.324675,0.76
6234,0.01,0.816197,1.338858,24,19,0.311688,0.791667
6235,0.01,0.812453,1.329255,26,20,0.337662,0.769231
6236,0.01,0.748141,1.305736,28,20,0.363636,0.714286
6237,0.01,0.815056,1.347775,32,26,0.415584,0.8125
6238,0.01,0.819117,1.356693,24,20,0.311688,0.833333
6239,0.01,0.804076,1.378643,26,23,0.337662,0.884615
6240,0.01,0.824048,1.358994,31,26,0.402597,0.83871
6241,0.01,0.786081,1.37096,30,26,0.38961,0.866667
6242,0.01,0.819487,1.345186,31,25,0.402597,0.806452
6243,0.01,0.734469,1.368992,29,25,0.376623,0.862069
6244,0.01,0.87978,1.309953,29,21,0.376623,0.724138
6245,0.01,0.72901,1.37096,30,26,0.38961,0.866667
6246,0.01,0.77266,1.361151,32,27,0.415584,0.84375
6247,0.01,0.681832,1.428031,26,26,0.337662,1.0
6248,0.01,0.930073,1.328157,30,23,0.38961,0.766667
6249,0.01,0.728406,1.339473,29,23,0.376623,0.793103
6250,0.01,0.814249,1.351597,28,23,0.363636,0.821429
6251,0.01,0.768208,1.412744,28,27,0.363636,0.964286
6252,0.01,0.772165,1.366884,28,24,0.363636,0.857143
6253,0.01,0.769104,1.348766,27,22,0.350649,0.814815
6254,0.01,0.856357,1.328157,30,23,0.38961,0.766667
6255,0.01,0.683094,1.396325,27,25,0.350649,0.925926
6256,0.01,0.778259,1.380472,27,24,0.350649,0.888889
6257,0.01,0.724459,1.368582,36,31,0.467532,0.861111
6258,0.01,0.759112,1.354233,29,24,0.376623,0.827586
6259,0.01,0.731974,1.396325,27,25,0.350649,0.925926
6260,0.01,0.746855,1.339473,29,23,0.376623,0.793103
6261,0.01,0.75386,1.358994,31,26,0.402597,0.83871
6262,0.01,0.729996,1.338858,24,19,0.311688,0.791667
6263,0.01,0.814068,1.332913,27,21,0.350649,0.777778
6264,0.01,0.791273,1.366884,28,24,0.363636,0.857143
6265,0.01,0.922304,1.364619,27,23,0.350649,0.851852
6266,0.01,0.768865,1.383752,29,26,0.376623,0.896552
6267,0.01,0.784949,1.351597,28,23,0.363636,0.821429
6268,0.01,0.734512,1.354233,29,24,0.376623,0.827586
6269,0.01,0.836102,1.342425,30,24,0.38961,0.8
6270,0.01,0.804307,1.338858,24,19,0.311688,0.791667
6271,0.01,0.794825,1.339473,29,23,0.376623,0.793103
6272,0.01,0.792982,1.358994,31,26,0.402597,0.83871
6273,0.01,0.802874,1.321023,28,21,0.363636,0.75
6274,0.01,0.734556,1.339473,29,23,0.376623,0.793103
6275,0.01,0.639445,1.342425,25,20,0.324675,0.8
6276,0.01,0.796847,1.348766,27,22,0.350649,0.814815
6277,0.01,0.751977,1.332913,27,21,0.350649,0.777778
6278,0.01,0.832376,1.396325,27,25,0.350649,0.925926
6279,0.01,0.782556,1.356693,30,25,0.38961,0.833333
6280,0.01,0.806515,1.382171,28,25,0.363636,0.892857
6281,0.01,0.765459,1.363178,33,28,0.428571,0.848485
6282,0.01,0.738626,1.380472,27,24,0.350649,0.888889
6283,0.01,0.704731,1.338858,24,19,0.311688,0.791667
6284,0.01,0.756243,1.331379,31,24,0.402597,0.774194
6285,0.01,0.770379,1.364619,27,23,0.350649,0.851852
6286,0.01,0.803252,1.376148,33,29,0.428571,0.878788
6287,0.01,0.778352,1.348766,27,22,0.350649,0.814815
6288,0.01,0.702122,1.376667,25,22,0.324675,0.88
6289,0.01,0.754963,1.359546,25,21,0.324675,0.84
6290,0.01,0.704738,1.33631,28,22,0.363636,0.785714
6291,0.01,0.792026,1.37096,30,26,0.38961,0.866667
6292,0.01,0.781088,1.31706,27,20,0.350649,0.740741
6293,0.01,0.767668,1.358994,31,26,0.402597,0.83871
6294,0.01,0.762254,1.350207,33,27,0.428571,0.818182
6295,0.01,0.683829,1.37096,30,26,0.38961,0.866667
6296,0.01,0.780021,1.354233,29,24,0.376623,0.827586
6297,0.01,0.838325,1.395106,26,24,0.337662,0.923077
6298,0.01,0.817938,1.364619,27,23,0.350649,0.851852
6299,0.01,0.814884,1.345186,31,25,0.402597,0.806452
6300,0.01,0.719935,1.366884,28,24,0.363636,0.857143
6301,0.01,0.812322,1.342425,30,24,0.38961,0.8
6302,0.01,0.764454,1.337237,33,26,0.428571,0.787879
6303,0.01,0.790308,1.395106,26,24,0.337662,0.923077
6304,0.01,0.71079,1.412178,27,26,0.350649,0.962963
6305,0.01,0.763025,1.372801,31,27,0.402597,0.870968
6306,0.01,0.762198,1.325304,25,19,0.324675,0.76
6307,0.01,0.805105,1.37096,30,26,0.38961,0.866667
6308,0.01,0.759242,1.309953,29,21,0.376623,0.724138
6309,0.01,0.82746,1.372801,31,27,0.402597,0.870968
6310,0.01,0.713688,1.325304,25,19,0.324675,0.76
6311,0.01,0.733612,1.342425,25,20,0.324675,0.8
6312,0.01,0.787646,1.332913,27,21,0.350649,0.777778
6313,0.01,0.79206,1.359546,25,21,0.324675,0.84
6314,0.01,0.765094,1.364619,27,23,0.350649,0.851852
6315,0.01,0.78875,1.370189,37,32,0.480519,0.864865
6316,0.01,0.723817,1.346501,21,17,0.272727,0.809524
6317,0.01,0.729897,1.411568,26,25,0.337662,0.961538
6318,0.01,0.716158,1.351597,28,23,0.363636,0.821429
6319,0.01,0.856266,1.358994,31,26,0.402597,0.83871
6320,0.01,0.876786,1.378643,26,23,0.337662,0.884615
6321,0.01,0.903467,1.33631,28,22,0.363636,0.785714
6322,0.01,0.792548,1.366884,28,24,0.363636,0.857143
6323,0.01,0.828034,1.356693,24,20,0.311688,0.833333
6324,0.01,0.769928,1.372801,31,27,0.402597,0.870968
6325,0.01,0.798735,1.358994,31,26,0.402597,0.83871
6326,0.01,0.776288,1.368992,29,25,0.376623,0.862069
6327,0.01,0.796847,1.348766,27,22,0.350649,0.814815
6328,0.01,0.753671,1.374527,24,21,0.311688,0.875
6329,0.01,0.769783,1.363178,33,28,0.428571,0.848485
6330,0.01,0.874032,1.382171,28,25,0.363636,0.892857
6331,0.01,0.679224,1.364619,27,23,0.350649,0.851852
6332,0.01,0.774713,1.366884,21,18,0.272727,0.857143
6333,0.01,0.820613,1.353591,23,19,0.298701,0.826087
6334,0.01,0.763727,1.380472,27,24,0.350649,0.888889
6335,0.01,0.782481,1.354233,29,24,0.376623,0.827586
6336,0.01,0.799349,1.396325,27,25,0.350649,0.925926
6337,0.01,0.813728,1.36218,26,22,0.337662,0.846154
6338,0.01,0.809541,1.354233,29,24,0.376623,0.827586
6339,0.01,0.826464,1.385228,30,27,0.38961,0.9
6340,0.01,0.813928,1.380472,27,24,0.350649,0.888889
6341,0.01,0.778353,1.389119,33,30,0.428571,0.909091
6342,0.01,0.765868,1.37096,30,26,0.38961,0.866667
6343,0.01,0.812404,1.345717,26,21,0.337662,0.807692
6344,0.01,0.811047,1.298325,33,23,0.428571,0.69697
6345,0.01,0.723183,1.36218,26,22,0.337662,0.846154
6346,0.01,0.735081,1.328157,30,23,0.38961,0.766667
